School Name,SAT Average Overall,% Male Students Completed within 2yrs,% Male Students Completed within 3yrs,% Male Students Completed within 4yrs,% Male Students Completed within 6yrs,% Male Students Completed within 8yrs,% Male Students Withdrawn by 2yrs,% Male Students Withdrawn by 3yrs,% Male Students Withdrawn by 4yrs,% Male Students Withdrawn by 6yrs,% Male Students Withdrawn by 8yrs,% Female Students Completed within 2yrs,% Female Students Completed within 3yrs,% Female Students Completed within 4yrs,% Female Students Completed within 6yrs,% Female Students Completed within 8yrs,% Female Students Withdrawn by 2yrs,% Female Students Withdrawn by 3yrs,% Female Students Withdrawn by 4yrs,% Female Students Withdrawn by 6yrs,% Female Students Withdrawn by 8yrs,School_Id,School Latitude,School Longitude
Antioch College,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48301800,3979.98,-8388.81
University of Florida-Online,1313.0,22.13,48.75,70.82,80.76,83.47,6.67,8.32,7.91,6.55,5.52,23.81,57.67,76.55,85.4,88.22,4.69,6.14,5.67,3.82,3.0,48447300,2964.94,-8233.98
University of North Texas at Dallas,958.0,0.0,0.0,27.34,0.0,0.0,40.57,49.81,47.4,0.0,0.0,0.0,0.0,37.88,0.0,0.0,33.49,48.9,36.46,0.0,0.0,48490500,3265.96,-9680.34
American College of the Building Arts,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48569800,3280.51,-7994.69
Kennesaw State University,1150.0,8.66,20.2,35.22,45.03,43.59,23.49,25.45,25.17,25.72,25.4,11.74,26.77,40.7,49.22,47.87,16.9,17.09,17.78,16.6,16.16,48684000,3403.88,-8458.31
Milligan University,1197.0,0.0,37.93,56.34,40.62,49.45,0.0,13.79,0.0,14.58,17.58,0.0,56.69,69.12,63.69,50.85,0.0,12.6,0.0,7.64,12.99,48690100,3630.01,-8229.41
Emory University-Oxford College,1480.0,30.1,80.41,83.84,86.06,86.02,4.34,3.22,5.79,3.22,4.95,36.6,86.19,89.43,92.06,90.99,2.31,1.38,2.53,2.02,1.8,48709200,3361.91,-8387.11
Purdue University Northwest,1098.0,9.33,21.96,23.94,34.69,37.17,32.72,32.55,31.76,34.04,28.8,22.92,33.85,38.41,43.64,43.22,24.15,21.47,21.66,20.57,15.95,49080500,4158.43,-8747.42
The Southwestern Baptist Theological Seminary,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49460300,3268.17,-9734.82
The Pennsylvania State University,1260.0,7.79,38.41,54.54,59.34,59.67,18.24,17.8,18.9,19.51,17.01,11.82,48.18,60.24,62.7,62.95,13.36,13.2,13.5,14.54,11.54,49576700,4079.65,-7786.28
