School Name,% of Students receiving Federal Loan,Title 4 Cost Private,No.of programs offered,Tuition FT Enrollment in $,Enrollment,Highest degree awarded,SAT Writing Midpoint,SAT Math Midpoint,SAT Critical Reading Midpoint,SAT Average Overall,ACT Writing Midpoint, ACT Math Midpoint,ACT English Midpoint,ACT Cumulative Midpoint,Retention Rate FT,Completion Rate 4 year (White),Completion Rate 4 year (2 Or More Races),Completion Rate 4 year (Hawaian/Pacific Islander),Completion Rate 4 year (Hispanic),Completion Rate 4 year (Black),Completion Rate 4 year (Asian),Completion Rate 4 year (American Indian),General Completion Rate,id,Latitude,Longitutde
Victor Valley College,0.0,0.0,0.0,503.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125091,34.472231,-117.261456
Berkeley City College,0.77,0.0,0.0,1098.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125170,37.869769,-122.269877
Walden University,61.019999999999996,1.0,0.0,10226.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125231,44.98125,-93.265738
Waynes College of Beauty,48.39,15.0,3.0,8455.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125310,36.700635,-121.652672
West Hills College-Coalinga,0.13999999999999999,0.0,0.0,170.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125462,36.147891,-120.356747
West Los Angeles College,1.13,0.0,0.0,915.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33,25.0,0.0,31.4,15.52,35.709999999999994,0.0,23.94,125471,34.004512,-118.386664
West Valley College,0.35000000000000003,0.0,0.0,1262.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125499,37.26398,-122.008324
Carrington College-Sacramento,59.17,160.0,19.0,11606.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125532,38.556151,-121.371331
Westminster Theological Seminary in California,0.0,0.0,0.0,5004.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125718,33.121447,-117.046371
Westmont College,51.55,171.0,0.0,19874.0,0,3,580.0,653.0,658.0,1318.0,9.0,27.0,30.0,29.0,85.02,76.53,61.9,100.0,70.91,40.0,70.37,50.0,72.69,125727,34.450151,-119.662517
Whittier College,66.95,169.0,0.0,21740.0,0,4,505.0,595.0,635.0,1232.0,0.0,23.0,27.0,26.0,82.01,63.949999999999996,50.0,0.0,70.33,37.5,63.63999999999999,100.0,63.5,125763,33.978773,-118.032299
Woodbury University,60.69,97.0,0.0,30307.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64,60.0,60.0,0.0,55.26,50.0,64.29,0.0,59.760000000000005,125897,34.208011,-118.341147
The Wright Institute,0.0,0.0,0.0,25486.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126012,37.868221,-122.253168
Thomas Jefferson School of Law,0.0,0.0,0.0,37762.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126049,32.717595,-117.157862
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0.0,42.0,0.0,16173.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.24,26.32,0.0,0.0,0.0,0.0,0.0,0.0,20.169999999999998,126076,34.085465,-118.346613
Yuba College,0.5599999999999999,0.0,0.0,352.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126119,39.126536,-121.53964
The Salon Professional Academy-Grand Junction,60.0,28.0,3.0,7383.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126164,39.078114,-108.56521
Adams State University,49.32,0.0,0.0,6779.0,0,4,0.0,515.0,515.0,1040.0,0.0,19.0,20.0,21.0,59.24,37.2,31.580000000000002,0.0,19.759999999999998,14.81,42.86,33.33,30.470000000000002,126182,37.473636,-105.879642
Aims Community College,6.52,0.0,0.0,2438.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126207,40.409559,-104.763415
Arapahoe Community College,10.47,0.0,0.0,7081.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25,29.770000000000003,16.669999999999998,0.0,25.81,33.33,25.0,0.0,27.339999999999996,126289,39.607505,-105.018631
Bel-Rea Institute of Animal Technology,69.89999999999999,69.0,0.0,12934.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126359,39.686194,-104.876207
University of Colorado Denver/Anschutz Medical Campus,25.06,0.0,0.0,14119.0,0,4,0.0,565.0,575.0,1156.0,0.0,22.0,24.0,25.0,74.8,46.11,40.739999999999995,0.0,44.74,54.690000000000005,60.8,0.0,46.27,126562,39.745149,-104.837722
University of Colorado Colorado Springs,34.81,0.0,0.0,9307.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.64,45.36,47.79,66.67,38.29,45.0,44.440000000000005,0.0,44.57,126580,38.892735,-104.800296
Spartan College of Aeronautics and Technology,29.79,19.0,0.0,11367.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126605,39.914822,-105.119096
University of Colorado Boulder,24.72,0.0,0.0,20776.0,0,4,0.0,640.0,640.0,1292.0,0.0,27.0,29.0,28.0,87.38,75.55,69.76,40.0,68.42,67.96,78.7,31.25,73.28,126614,40.008781,-105.270823
Colorado Christian University,44.66,206.0,0.0,11648.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.28999999999999,61.94,50.0,0.0,44.190000000000005,33.33,50.0,0.0,59.56,126669,39.71388,-105.09456
Colorado College,23.65,214.0,0.0,34550.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1,87.42999999999999,76.09,0.0,80.36,73.68,89.66,100.0,86.83,126678,38.84886,-104.822697
Concorde Career College-Aurora,70.53,104.0,10.0,20354.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126687,39.718699,-104.867089
Colorado Mountain College,9.35,0.0,0.0,2095.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88,23.53,20.0,0.0,37.88,0.0,33.33,33.33,26.08,126711,39.54636,-107.324441
Colorado Northwestern Community College,20.24,0.0,0.0,6230.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126748,40.081112,-108.790048
Colorado School of Mines,38.1,0.0,0.0,21181.0,0,4,605.0,705.0,685.0,1399.0,9.0,31.0,31.0,31.0,90.93,83.22,86.76,100.0,80.25999999999999,80.0,92.31,100.0,83.71,126775,39.751443,-105.223364
Colorado School of Trades,42.21,53.0,1.0,9669.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126784,39.74181,-105.104174
Colorado State University-Fort Collins,33.86,0.0,0.0,15851.0,0,4,0.0,585.0,600.0,1205.0,0.0,24.0,26.0,26.0,85.63,71.56,65.85,63.63999999999999,59.150000000000006,62.86000000000001,71.24000000000001,55.559999999999995,69.64,126818,40.574805,-105.080732
Colorado Technical University-Colorado Springs,71.64,1320.0,0.0,12638.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93,26.009999999999998,32.43,0.0,21.67,14.35,25.0,6.25,22.81,126827,38.894265,-104.833928
Community College of Aurora,10.979999999999999,0.0,0.0,5330.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126863,39.71788,-104.802673
Technical College of the Rockies,17.25,0.0,14.0,3038.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126915,38.702524,-108.031072
Community College of Denver,19.84,0.0,0.0,4900.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.810000000000002,23.810000000000002,33.33,11.940000000000001,10.91,9.68,0.0,18.23,126942,39.741413,-105.001044
Lincoln College of Technology-Denver,60.370000000000005,213.0,9.0,11638.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126951,39.77651,-104.856171
Denver Seminary,0.0,0.0,0.0,10640.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126979,39.600595,-105.022363
University of Denver,33.53,632.0,0.0,30315.0,0,4,580.0,640.0,655.0,1324.0,9.0,27.0,30.0,29.0,84.05,76.64,84.13000000000001,50.0,69.67999999999999,61.53999999999999,76.55999999999999,100.0,75.57000000000001,127060,39.678005,-104.963259
Emily Griffith Technical College,0.0,0.0,39.0,2215.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127158,39.74575,-104.985751
Fort Lewis College,31.169999999999998,0.0,0.0,3815.0,0,4,0.0,530.0,555.0,1057.0,0.0,20.0,19.0,20.0,54.269999999999996,51.12,44.0,0.0,42.309999999999995,50.0,60.0,27.93,43.16,127185,37.275939,-107.867422
Front Range Community College,15.5,0.0,0.0,5761.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.88,26.83,100.0,18.5,13.33,27.779999999999998,33.33,24.32,127200,39.901452,-105.038068
Iliff School of Theology,0.0,0.0,0.0,15358.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127273,39.675927,-104.960657
International Salon and Spa Academy,48.22,6.0,4.0,11308.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127316,38.913621,-104.786252
Lamar Community College,15.49,0.0,0.0,3814.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127389,38.068886,-102.616144
Colorado Mesa University,38.96,0.0,0.0,8250.0,0,4,0.0,529.0,545.0,1088.0,0.0,21.0,22.0,23.0,72.07000000000001,42.91,34.07,50.0,29.549999999999997,11.59,37.84,29.409999999999997,37.580000000000005,127556,39.080643,-108.553275
Metropolitan State University of Denver,33.85,0.0,0.0,7321.0,0,4,0.0,505.0,520.0,1037.0,0.0,20.0,21.0,21.0,62.83,32.51,27.71,66.67,26.640000000000004,20.560000000000002,38.57,7.6899999999999995,30.919999999999998,127565,39.744202,-105.00504
Morgan Community College,12.72,0.0,0.0,4072.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.29,0.0,0.0,50.0,25.0,0.0,0.0,52.349999999999994,127617,40.258792,-103.771822
Naropa University,52.5,24.0,0.0,22475.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.849999999999994,33.33,0.0,0.0,50.0,0.0,100.0,0.0,32.32,127653,40.014235,-105.266987
Nazarene Bible College,22.2,0.0,0.0,9350.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,127714,38.944824,-104.803251
Northeastern Junior College,27.46,0.0,0.0,3885.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127732,40.637215,-103.197329
University of Northern Colorado,39.900000000000006,0.0,0.0,9464.0,0,4,0.0,535.0,555.0,1104.0,0.0,22.0,23.0,23.0,69.13,55.03,48.54,14.29,45.16,45.95,68.89,66.67,51.83,127741,40.410855,-104.692777
Otero College,16.53,0.0,0.0,2867.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127778,37.969984,-103.544874
Pikes Peak State College,17.740000000000002,0.0,0.0,4356.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31,23.53,42.86,25.91,14.46,15.379999999999999,14.29,21.0,127820,38.764287,-104.787261
Pueblo Community College,23.62,0.0,0.0,3978.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,7.140000000000001,0.0,16.13,11.110000000000001,33.33,80.0,20.36,127884,38.262124,-104.636258
Red Rocks Community College,20.200000000000003,0.0,0.0,6022.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.3,21.43,0.0,21.740000000000002,33.33,30.769999999999996,0.0,23.3,127909,39.720277,-105.150094
Regis University,43.95,321.0,0.0,17297.0,0,4,525.0,570.0,580.0,1174.0,0.0,24.0,25.0,25.0,79.21000000000001,66.44,61.29,100.0,55.800000000000004,40.0,55.32,33.33,64.39,127918,39.788175,-105.030756
Rocky Mountain College of Art and Design,61.309999999999995,60.0,0.0,17202.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,38.1,0.0,0.0,30.0,75.0,50.0,66.67,42.55,127945,39.74332,-105.069911
Montessori Education Center of the Rockies,12.5,1.0,3.0,18727.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,83.33,127954,40.019673,-105.241331
Colorado State University Pueblo,58.08,0.0,0.0,4860.0,0,4,0.0,515.0,520.0,1046.0,0.0,20.0,22.0,22.0,62.5,43.7,30.43,0.0,36.93,21.57,57.14,33.33,37.7,128106,38.30859,-104.579033
Pickens Technical College,0.0,0.0,0.0,3487.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128151,39.723705,-104.789683
Intellitec College-Colorado Springs,45.93,63.0,6.0,10029.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128179,38.832183,-104.78721
Intellitec College-Grand Junction,64.66,132.0,10.0,10372.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128188,39.116346,-108.53062
Trinidad State College,13.389999999999999,0.0,0.0,3305.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.080000000000005,55.71,33.33,0.0,33.85,0.0,0.0,44.440000000000005,41.44,128258,37.172059,-104.513451
United States Air Force Academy,0.0,0.0,0.0,0.0,0,3,0.0,689.0,660.0,1382.0,0.0,31.0,32.0,32.0,92.53,89.28,83.17999999999999,88.89,82.35,71.67,87.92999999999999,100.0,86.7,128328,39.010957,-104.891358
Empire Beauty School-Thornton,41.3,33.0,1.0,11278.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128337,39.915253,-104.94357
Western Colorado University,30.009999999999998,0.0,0.0,9399.0,0,4,0.0,555.0,580.0,1143.0,0.0,23.0,23.0,24.0,73.61,49.559999999999995,19.05,100.0,38.81,40.0,66.67,50.0,49.01,128391,38.549936,-106.919132
Albertus Magnus College,78.13,148.0,0.0,15895.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2,66.67,0.0,0.0,51.43,66.67,0.0,0.0,53.839999999999996,128498,41.332519,-72.923848
Asnuntuck Community College,15.49,0.0,0.0,4728.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128577,41.998409,-72.570177
Bais Binyomin Academy,0.0,17.0,0.0,12911.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.17999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.369999999999997,128586,41.123013,-74.078802
University of Bridgeport,75.36,264.0,0.0,16481.0,0,4,450.0,520.0,520.0,1040.0,0.0,0.0,0.0,0.0,55.16,52.38,33.33,0.0,41.49,38.31,60.0,75.0,41.55,128744,41.164741,-73.190166
Central Connecticut State University,46.03,0.0,0.0,11783.0,0,4,505.0,520.0,545.0,1067.0,7.0,22.0,21.0,23.0,72.32,57.3,50.0,0.0,48.51,48.61,59.62,0.0,53.400000000000006,128771,41.692502,-72.765991
Charter Oak State College,41.55,0.0,0.0,8969.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128780,41.688246,-72.767972
Cortiva Institute,56.410000000000004,17.0,2.0,17534.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128896,41.604041,-72.678562
Connecticut College,39.03,193.0,0.0,26046.0,0,3,0.0,691.0,714.0,1416.0,0.0,30.0,34.0,32.0,86.11,82.06,52.94,100.0,75.76,79.17,85.19,100.0,81.46,128902,41.379833,-72.107321
Porter & Chester Institute of Hamden,64.96,42.0,0.0,13725.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129002,41.346568,-72.931908
University of Connecticut,36.38,0.0,0.0,15891.0,0,4,600.0,675.0,655.0,1337.0,0.0,29.0,31.0,30.0,91.64,85.15,78.79,75.0,73.27,75.71,86.57000000000001,80.0,83.05,129020,41.809098,-72.249948
Goodwin University,46.410000000000004,59.0,0.0,21051.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,66.67,0.0,39.019999999999996,29.17,0.0,0.0,43.64,129154,41.742977,-72.64032
Lincoln Technical Institute-East Windsor,74.97,139.0,10.0,11432.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129181,41.924248,-72.596915
Eastern Connecticut State University,53.269999999999996,0.0,0.0,9326.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.08,60.099999999999994,57.14,100.0,43.56,50.0,51.519999999999996,0.0,56.510000000000005,129215,41.721673,-72.218753
Fairfield University,51.06,695.0,0.0,27902.0,0,4,0.0,650.0,655.0,1315.0,0.0,0.0,0.0,29.0,89.14999999999999,85.34,66.67,0.0,87.01,71.43,70.0,0.0,83.12,129242,41.157673,-73.255903
Paul Mitchell the School-North Haven,45.75,18.0,2.0,14465.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129349,41.394495,-72.85745
Capital Community College,4.2,0.0,0.0,3301.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129367,41.768397,-72.672734
Rensselaer at Hartford,0.0,0.0,0.0,40368.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129428,41.773462,-72.673916
American Institute-West Hartford,65.56,78.0,6.0,10301.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129482,41.727016,-72.725762
Hartford International University for Religion and Peace,0.0,0.0,0.0,11538.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129491,41.769861,-72.707766
University of Hartford,63.22,869.0,0.0,18012.0,0,4,0.0,580.0,595.0,1185.0,0.0,0.0,0.0,26.0,77.33,67.36999999999999,43.64,100.0,49.3,45.32,56.00000000000001,40.0,56.76,129525,41.798591,-72.715213
Holy Apostles College and Seminary,64.05,1.0,0.0,6376.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,62.5,129534,41.60682,-72.647853
Housatonic Community College,1.6199999999999999,0.0,0.0,3016.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129543,41.175228,-73.191003
Manchester Community College,1.7500000000000002,0.0,0.0,3467.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129695,41.761625,-72.561939
Naugatuck Valley Community College,1.95,0.0,0.0,3601.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129729,41.549749,-73.072963
Middlesex Community College,2.71,0.0,0.0,4064.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129756,41.539516,-72.611838
Mitchell College,62.94,91.0,0.0,28537.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.81,44.0,16.669999999999998,0.0,35.709999999999994,43.480000000000004,33.33,50.0,50.92,129774,41.328013,-72.09523
Three Rivers Community College,2.97,0.0,0.0,3482.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129808,41.509945,-72.103039
Lincoln Technical Institute-New Britain,74.97,139.0,4.0,11247.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129923,41.659236,-72.754498
New England Tractor Trailer Training School of Connecticut,42.67,687.0,1.0,11893.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129932,41.979699,-72.450218
University of New Haven,85.48,1300.0,0.0,19270.0,0,4,520.0,585.0,605.0,1200.0,0.0,26.0,27.0,27.0,76.31,72.48,44.440000000000005,0.0,57.46,50.81,69.05,33.33,65.39,129941,41.291314,-72.961472
Norwalk Community College,0.86,0.0,0.0,3920.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130004,41.102574,-73.450965
Northwestern Connecticut Community College,3.83,0.0,0.0,2881.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130040,41.920668,-73.058734
Paier College,76.55999999999999,13.0,0.0,18426.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,60.0,0.0,0.0,50.0,0.0,100.0,0.0,61.11,130110,41.347714,-72.935048
Porter & Chester Institute,70.42,221.0,0.0,14344.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130174,41.169646,-73.149023
Post University,74.2,385.0,0.0,14309.0,0,4,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.34,20.0,36.59,0.0,15.379999999999999,3.61,0.0,0.0,22.32,130183,41.535549,-73.081497
Quinebaug Valley Community College,0.0,0.0,0.0,3219.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130217,41.82623,-71.889673
Quinnipiac University,57.05,1140.0,0.0,26605.0,0,4,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19,82.6,68.08999999999999,0.0,72.67,69.23,77.61,100.0,78.24,130226,41.418915,-72.894117
Sacred Heart University,57.769999999999996,1105.0,0.0,23555.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,75.85,75.0,100.0,65.60000000000001,62.74999999999999,70.83,0.0,73.00999999999999,130253,41.220893,-73.243332
University of Saint Joseph,74.83,149.0,0.0,22873.0,0,4,0.0,573.0,536.0,1109.0,0.0,0.0,0.0,0.0,77.3,69.61,42.86,0.0,30.19,57.58,61.53999999999999,0.0,56.38999999999999,130314,41.781041,-72.72965
Gateway Community College,1.53,0.0,0.0,3421.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130396,41.303785,-72.927682
Southern Connecticut State University,58.8,0.0,0.0,11066.0,0,4,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.55,56.64,58.81999999999999,0.0,51.59,42.59,55.769999999999996,43.75,51.690000000000005,130493,41.333225,-72.947897
Stone Academy-West Haven,65.84,39.0,3.0,11826.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130509,41.267503,-72.976966
Trinity College,14.95,301.0,0.0,31151.0,0,4,0.0,705.0,702.0,1409.0,0.0,28.0,32.0,31.0,91.42,87.88,92.86,0.0,79.59,78.38000000000001,78.57,0.0,83.59,130590,41.747451,-72.690882
Tunxis Community College,6.4799999999999995,0.0,0.0,3336.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130606,41.705498,-72.87754
United States Coast Guard Academy,0.0,0.0,0.0,0.0,0,3,605.0,650.0,645.0,1292.0,9.0,28.0,28.0,27.0,93.87,91.95,95.83,100.0,86.36,92.31,91.67,0.0,89.25999999999999,130624,41.375823,-72.101583
Wesleyan University,21.0,268.0,0.0,31216.0,0,4,0.0,705.0,700.0,1426.0,0.0,31.0,35.0,33.0,94.58,90.95,93.88,0.0,90.11,91.07,89.83,0.0,90.97,130697,41.554665,-72.657146
Western Connecticut State University,50.370000000000005,0.0,0.0,11565.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.95,60.06,0.0,0.0,45.67,37.35,46.150000000000006,0.0,51.980000000000004,130776,41.400365,-73.444264
Yale University,5.42,345.0,0.0,17601.0,0,4,750.0,775.0,755.0,1526.0,0.0,33.0,36.0,34.0,98.26,96.89999999999999,97.1,0.0,95.05,94.62,98.8,100.0,96.65,130794,41.311158,-72.926688
