School Name,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
Asnuntuck Community College,Enfield,1,2,9223.0,0.0,12959.0,12119.0,10347.0,0.0,9631.0,0.0,8658.0,0.0,11398.0,0,8170.0,0.0,8007.0,0.0
Bais Binyomin Academy,Monsey,-2,-2,0.0,20140.0,0.0,0.0,0.0,19511.0,0.0,19511.0,0.0,0.0,0.0,0,0.0,19288.0,0.0,19288.0
University of Bridgeport,Bridgeport,7,13,0.0,24416.0,0.0,0.0,0.0,24473.0,0.0,23767.0,0.0,23253.0,0.0,0,0.0,23067.0,0.0,22983.0
Central Connecticut State University,New Britain,11,13,13434.0,0.0,14895.0,16491.0,12155.0,0.0,11590.0,0.0,10941.0,0.0,17513.0,0,10456.0,0.0,10095.0,0.0
Charter Oak State College,New Britain,5,6,13836.0,0.0,16702.0,16702.0,16702.0,0.0,11848.0,0.0,9420.0,0.0,16702.0,0,10971.0,0.0,14072.0,0.0
Cortiva Institute,Cromwell,-2,-2,0.0,25886.0,0.0,0.0,0.0,0.0,0.0,27415.0,0.0,27415.0,0.0,0,0.0,25325.0,0.0,24755.0
Connecticut College,New London,14,11,0.0,31814.0,0.0,0.0,0.0,20255.0,0.0,18837.0,0.0,16283.0,0.0,0,0.0,18628.0,0.0,19605.0
Porter & Chester Institute of Hamden,Hamden,-2,-2,0.0,22612.0,0.0,0.0,0.0,24688.0,0.0,23784.0,0.0,22879.0,0.0,0,0.0,21906.0,0.0,21781.0
University of Connecticut,Storrs,14,17,21724.0,0.0,26188.0,28966.0,20925.0,0.0,17801.0,0.0,15226.0,0.0,29840.0,0,14296.0,0.0,13586.0,0.0
Goodwin University,East Hartford,5,9,0.0,23337.0,0.0,0.0,0.0,23889.0,0.0,25227.0,0.0,26030.0,0.0,0,0.0,23297.0,0.0,22993.0
Lincoln Technical Institute-East Windsor,East Windsor,-2,-2,0.0,32507.0,0.0,0.0,0.0,35003.0,0.0,33209.0,0.0,31775.0,0.0,0,0.0,30331.0,0.0,29893.0
Eastern Connecticut State University,Willimantic,13,14,18292.0,0.0,20106.0,20959.0,17044.0,0.0,15946.0,0.0,14317.0,0.0,21349.0,0,14692.0,0.0,14933.0,0.0
Fairfield University,Fairfield,14,14,0.0,43569.0,0.0,0.0,0.0,30683.0,0.0,29585.0,0.0,27835.0,0.0,0,0.0,29888.0,0.0,31018.0
Paul Mitchell the School-North Haven,North Haven,-2,-2,0.0,21370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21370.0,0.0,21370.0
Capital Community College,Hartford,1,2,8145.0,0.0,11685.0,11685.0,9142.0,0.0,8606.0,0.0,8070.0,0.0,0.0,0,7803.0,0.0,7719.0,0.0
Rensselaer at Hartford,Hartford,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
American Institute-West Hartford,West Hartford,-2,-2,0.0,19689.0,0.0,0.0,0.0,21008.0,0.0,19759.0,0.0,19312.0,0.0,0,0.0,19390.0,0.0,19410.0
Hartford International University for Religion and Peace,Hartford,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
University of Hartford,West Hartford,12,14,0.0,29932.0,0.0,0.0,0.0,27772.0,0.0,26658.0,0.0,25287.0,0.0,0,0.0,25494.0,0.0,25636.0
Holy Apostles College and Seminary,Cromwell,5,6,0.0,16060.0,0.0,0.0,0.0,16060.0,0.0,16060.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Housatonic Community College,Bridgeport,1,3,6800.0,0.0,7965.0,8507.0,7602.0,0.0,7063.0,0.0,6573.0,0.0,9412.0,0,6489.0,0.0,6458.0,0.0
Manchester Community College,Manchester,1,3,6496.0,0.0,7437.0,7437.0,7677.0,0.0,6976.0,0.0,6353.0,0.0,0.0,0,6074.0,0.0,5901.0,0.0
Naugatuck Valley Community College,Waterbury,1,3,6743.0,0.0,8614.0,8711.0,7465.0,0.0,7046.0,0.0,6785.0,0.0,8961.0,0,6508.0,0.0,6383.0,0.0
Middlesex Community College,Middletown,1,2,3013.0,0.0,2462.0,4259.0,3207.0,0.0,3025.0,0.0,2849.0,0.0,6954.0,0,2898.0,0.0,2922.0,0.0
Mitchell College,New London,13,8,0.0,25139.0,0.0,0.0,0.0,22846.0,0.0,22732.0,0.0,22560.0,0.0,0,0.0,22350.0,0.0,22269.0
Three Rivers Community College,Norwich,1,2,6920.0,0.0,8612.0,8612.0,8014.0,0.0,7692.0,0.0,7184.0,0.0,0.0,0,6365.0,0.0,6088.0,0.0
Lincoln Technical Institute-New Britain,New Britain,-2,-2,0.0,32607.0,0.0,0.0,0.0,32434.0,0.0,32684.0,0.0,32792.0,0.0,0,0.0,32311.0,0.0,32157.0
New England Tractor Trailer Training School of Connecticut,Somers,-2,-2,0.0,14465.0,0.0,0.0,0.0,15244.0,0.0,14660.0,0.0,14529.0,0.0,0,0.0,14416.0,0.0,14377.0
University of New Haven,West Haven,12,14,0.0,33109.0,0.0,0.0,0.0,30871.0,0.0,29632.0,0.0,27983.0,0.0,0,0.0,27615.0,0.0,27400.0
Norwalk Community College,Norwalk,1,3,6443.0,0.0,6262.0,6622.0,7256.0,0.0,6722.0,0.0,6312.0,0.0,8425.0,0,6221.0,0.0,6174.0,0.0
Northwestern Connecticut Community College,Winsted,1,2,6438.0,0.0,7724.0,7724.0,6601.0,0.0,6652.0,0.0,6691.0,0.0,0.0,0,6275.0,0.0,6041.0,0.0
Paier College,Bridgeport,5,6,0.0,19699.0,0.0,0.0,0.0,21530.0,0.0,21006.0,0.0,20482.0,0.0,0,0.0,18072.0,0.0,17269.0
Porter & Chester Institute,Bridgeport,-2,-2,0.0,24416.0,0.0,0.0,0.0,25836.0,0.0,24331.0,0.0,23602.0,0.0,0,0.0,23404.0,0.0,23357.0
Post University,Waterbury,5,12,0.0,22820.0,0.0,0.0,0.0,22264.0,0.0,21898.0,0.0,21543.0,0.0,0,0.0,22568.0,0.0,22706.0
Quinebaug Valley Community College,Danielson,2,2,6799.0,0.0,7065.0,7065.0,7535.0,0.0,7180.0,0.0,6542.0,0.0,0.0,0,6498.0,0.0,6486.0,0.0
Quinnipiac University,Hamden,10,14,0.0,36964.0,0.0,0.0,0.0,31882.0,0.0,31232.0,0.0,30318.0,0.0,0,0.0,30168.0,0.0,30052.0
Sacred Heart University,Fairfield,12,14,0.0,43871.0,0.0,0.0,0.0,41854.0,0.0,40479.0,0.0,38263.0,0.0,0,0.0,36827.0,0.0,35846.0
University of Saint Joseph,West Hartford,11,10,0.0,25776.0,0.0,0.0,0.0,28082.0,0.0,26265.0,0.0,23358.0,0.0,0,0.0,21832.0,0.0,21094.0
Gateway Community College,New Haven,1,3,7668.0,0.0,8725.0,9477.0,8806.0,0.0,8238.0,0.0,7702.0,0.0,11171.0,0,7237.0,0.0,7068.0,0.0
Southern Connecticut State University,New Haven,13,13,18231.0,0.0,20488.0,21551.0,17580.0,0.0,16779.0,0.0,15874.0,0.0,22227.0,0,15822.0,0.0,15792.0,0.0
Stone Academy-West Haven,West Haven,-2,-2,0.0,17861.0,0.0,0.0,0.0,19313.0,0.0,18337.0,0.0,18044.0,0.0,0,0.0,17306.0,0.0,16985.0
Trinity College,Hartford,14,11,0.0,32036.0,0.0,0.0,0.0,14246.0,0.0,12975.0,0.0,10965.0,0.0,0,0.0,9667.0,0.0,8252.0
Tunxis Community College,Farmington,1,3,8091.0,0.0,9167.0,9521.0,8659.0,0.0,8389.0,0.0,8114.0,0.0,10583.0,0,7810.0,0.0,7665.0,0.0
United States Coast Guard Academy,New London,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Wesleyan University,Middletown,14,11,0.0,26080.0,0.0,0.0,0.0,10298.0,0.0,7862.0,0.0,4800.0,0.0,0,0.0,4613.0,0.0,4449.0
Western Connecticut State University,Danbury,11,13,16154.0,0.0,16848.0,18648.0,15086.0,0.0,14664.0,0.0,14158.0,0.0,19591.0,0,13661.0,0.0,13374.0,0.0
Yale University,New Haven,14,17,0.0,16341.0,0.0,0.0,0.0,3957.0,0.0,4560.0,0.0,5177.0,0.0,0,0.0,4089.0,0.0,1717.0
Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Dawn Career Institute LLC,Newark,-2,-2,0.0,13677.0,0.0,0.0,0.0,14861.0,0.0,14871.0,0.0,14877.0,0.0,0,0.0,13505.0,0.0,13446.0
Delaware Technical Community College-Terry,Dover,5,12,8593.0,0.0,10650.0,10954.0,9332.0,0.0,8894.0,0.0,8522.0,0.0,11404.0,0,8110.0,0.0,7932.0,0.0
Delaware State University,Dover,10,14,11626.0,0.0,12769.0,13339.0,12629.0,0.0,11483.0,0.0,10571.0,0.0,13852.0,0,10721.0,0.0,10809.0,0.0
University of Delaware,Newark,14,16,18313.0,0.0,20537.0,22372.0,16896.0,0.0,15728.0,0.0,14319.0,0.0,23192.0,0,13829.0,0.0,13485.0,0.0
Goldey-Beacom College,Wilmington,13,7,0.0,13206.0,0.0,0.0,0.0,14831.0,0.0,13658.0,0.0,12670.0,0.0,0,0.0,11564.0,0.0,10839.0
Schilling-Douglas School of Hair Design LLC,Newark,-2,-2,0.0,18262.0,0.0,0.0,0.0,17402.0,0.0,18059.0,0.0,18498.0,0.0,0,0.0,18071.0,0.0,17965.0
Wilmington University,New Castle,5,12,0.0,14796.0,0.0,0.0,0.0,14576.0,0.0,16273.0,0.0,17122.0,0.0,0,0.0,14710.0,0.0,14582.0
American University,Washington,14,17,0.0,28037.0,0.0,0.0,0.0,15197.0,0.0,13750.0,0.0,11743.0,0.0,0,0.0,11136.0,0.0,10818.0
The Catholic University of America,Washington,10,14,0.0,33452.0,0.0,0.0,0.0,26915.0,0.0,26556.0,0.0,25854.0,0.0,0,0.0,24807.0,0.0,24241.0
University of the District of Columbia,Washington,5,9,16276.0,0.0,20889.0,21147.0,19268.0,0.0,17593.0,0.0,16196.0,0.0,21405.0,0,14900.0,0.0,14434.0,0.0
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Gallaudet University,Washington,11,11,0.0,22616.0,0.0,0.0,0.0,19800.0,0.0,21837.0,0.0,22128.0,0.0,0,0.0,22001.0,0.0,21956.0
George Washington University,Washington,15,17,0.0,26272.0,0.0,0.0,0.0,18853.0,0.0,15898.0,0.0,12510.0,0.0,0,0.0,12871.0,0.0,13139.0
Georgetown University,Washington,14,17,0.0,24570.0,0.0,0.0,0.0,10579.0,0.0,7393.0,0.0,3182.0,0.0,0,0.0,1900.0,0.0,596.0
Howard University,Washington,12,17,0.0,45837.0,0.0,0.0,0.0,46678.0,0.0,45356.0,0.0,44107.0,0.0,0,0.0,43184.0,0.0,42609.0
Strayer University-District of Columbia,Washington,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
National Conservatory of Dramatic Arts,Washington,-2,-2,0.0,28359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,28359.0,0.0,28359.0
Trinity Washington University,Washington,7,9,0.0,11693.0,0.0,0.0,0.0,11679.0,0.0,11406.0,0.0,11224.0,0.0,0,0.0,10740.0,0.0,10548.0
Wesley Theological Seminary,Washington,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Atlantic Technical College,Coconut Creek,-2,-2,11309.0,0.0,0.0,0.0,11763.0,0.0,10806.0,0.0,10669.0,0.0,0.0,0,11298.0,0.0,11427.0,0.0
The Baptist College of Florida,Graceville,7,7,0.0,7641.0,0.0,0.0,0.0,7307.0,0.0,9849.0,0.0,11543.0,0.0,0,0.0,7688.0,0.0,6637.0
Barry University,Miami,13,13,0.0,16942.0,0.0,0.0,0.0,17848.0,0.0,16441.0,0.0,15400.0,0.0,0,0.0,15688.0,0.0,15787.0
Bethune-Cookman University,Daytona Beach,10,11,0.0,11854.0,0.0,0.0,0.0,13529.0,0.0,12102.0,0.0,11311.0,0.0,0,0.0,11083.0,0.0,10985.0
Lynn University,Boca Raton,12,11,0.0,35705.0,0.0,0.0,0.0,35206.0,0.0,34413.0,0.0,33383.0,0.0,0,0.0,33139.0,0.0,33031.0
North Florida Technical College,Starke,-2,-2,3882.0,0.0,0.0,0.0,0.0,0.0,6607.0,0.0,6607.0,0.0,0.0,0,3882.0,0.0,2974.0,0.0
Eastern Florida State College,Melbourne,5,12,4668.0,0.0,9041.0,9440.0,7080.0,0.0,5610.0,0.0,4057.0,0.0,9869.0,0,3344.0,0.0,3120.0,0.0
Broward College,Fort Lauderdale,5,15,14577.0,0.0,19759.0,19968.0,17092.0,0.0,15408.0,0.0,14500.0,0.0,20585.0,0,13811.0,0.0,13546.0,0.0
Albizu University-Miami,Miami,9,6,0.0,23634.0,0.0,0.0,0.0,0.0,0.0,16977.0,0.0,16977.0,0.0,0,0.0,23634.0,0.0,24584.0
College of Central Florida,Ocala,5,12,9634.0,0.0,14122.0,14266.0,11337.0,0.0,10050.0,0.0,9196.0,0.0,14543.0,0,8727.0,0.0,8526.0,0.0
Johnson University Florida,Kissimmee,11,8,0.0,18041.0,0.0,0.0,0.0,20825.0,0.0,19287.0,0.0,17557.0,0.0,0,0.0,16784.0,0.0,16372.0
University of Central Florida,Orlando,9,15,9217.0,0.0,14265.0,15151.0,10032.0,0.0,8381.0,0.0,7073.0,0.0,15761.0,0,6178.0,0.0,5517.0,0.0
Charlotte Technical College,Port Charlotte,-2,-2,11610.0,0.0,14147.0,14147.0,12779.0,0.0,11944.0,0.0,11527.0,0.0,0.0,0,11525.0,0.0,11525.0,0.0
Chipola College,Marianna,5,6,2042.0,0.0,4371.0,4371.0,4523.0,0.0,3423.0,0.0,2475.0,0.0,0.0,0,1369.0,0.0,911.0,0.0
Lorenzo Walker Technical College,Naples,-2,-2,7970.0,0.0,0.0,0.0,8954.0,0.0,8039.0,0.0,7908.0,0.0,0.0,0,7904.0,0.0,7901.0,0.0
Daytona State College,Daytona Beach,5,12,8867.0,0.0,12542.0,12728.0,11176.0,0.0,9140.0,0.0,7722.0,0.0,12982.0,0,7847.0,0.0,7897.0,0.0
South University-West Palm Beach,Royal Palm Beach,7,6,0.0,17495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17495.0,0.0,17495.0
Eckerd College,Saint Petersburg,12,11,0.0,35367.0,0.0,0.0,0.0,32563.0,0.0,30644.0,0.0,28414.0,0.0,0,0.0,28071.0,0.0,27782.0
Florida SouthWestern State College,Fort Myers,5,12,8547.0,0.0,13478.0,13714.0,10713.0,0.0,9036.0,0.0,8171.0,0.0,14074.0,0,7555.0,0.0,7244.0,0.0
Edward Waters University,Jacksonville,10,8,0.0,13330.0,0.0,0.0,0.0,14509.0,0.0,13656.0,0.0,13197.0,0.0,0,0.0,13000.0,0.0,12945.0
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,12,13,0.0,35156.0,0.0,0.0,0.0,34633.0,0.0,32581.0,0.0,30358.0,0.0,0,0.0,30766.0,0.0,31074.0
Florida Agricultural and Mechanical University,Tallahassee,13,13,12479.0,0.0,17233.0,17759.0,14672.0,0.0,12381.0,0.0,10385.0,0.0,18198.0,0,9170.0,0.0,8409.0,0.0
Florida Atlantic University,Boca Raton,9,15,7990.0,0.0,14049.0,14483.0,10001.0,0.0,7973.0,0.0,6413.0,0.0,14828.0,0,4769.0,0.0,3877.0,0.0
Florida State College at Jacksonville,Jacksonville,5,15,3296.0,0.0,8083.0,8470.0,6102.0,0.0,4217.0,0.0,2927.0,0.0,8949.0,0,1526.0,0.0,875.0,0.0
Flagler College,Saint Augustine,13,10,0.0,23575.0,0.0,0.0,0.0,21691.0,0.0,20726.0,0.0,19246.0,0.0,0,0.0,18285.0,0.0,17805.0
Florida College,Temple Terrace,10,8,0.0,20918.0,0.0,0.0,0.0,20929.0,0.0,19888.0,0.0,18563.0,0.0,0,0.0,15698.0,0.0,14265.0
Concorde Career Institute-Jacksonville,Jacksonville,4,2,0.0,27642.0,0.0,0.0,0.0,25309.0,0.0,26190.0,0.0,26591.0,0.0,0,0.0,27453.0,0.0,27678.0
Concorde Career Institute-Miramar,Miramar,4,1,0.0,22100.0,0.0,0.0,0.0,27707.0,0.0,23077.0,0.0,18447.0,0.0,0,0.0,21633.0,0.0,21923.0
Concorde Career Institute-Tampa,Tampa,4,1,0.0,21980.0,0.0,0.0,0.0,22320.0,0.0,22293.0,0.0,22273.0,0.0,0,0.0,21779.0,0.0,21707.0
AdventHealth University,Orlando,5,9,0.0,25760.0,0.0,0.0,0.0,28875.0,0.0,26251.0,0.0,25016.0,0.0,0,0.0,24065.0,0.0,23296.0
Florida Institute of Technology,Melbourne,13,14,0.0,31172.0,0.0,0.0,0.0,32008.0,0.0,29262.0,0.0,26382.0,0.0,0,0.0,26795.0,0.0,27009.0
Florida Institute of Ultrasound Inc,Pensacola,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Florida International University,Miami,9,15,6232.0,0.0,11901.0,12446.0,8283.0,0.0,5842.0,0.0,4163.0,0.0,12755.0,0,3217.0,0.0,2688.0,0.0
The College of the Florida Keys,Key West,5,6,14378.0,0.0,18973.0,18973.0,15829.0,0.0,13928.0,0.0,13295.0,0.0,18973.0,0,13583.0,0.0,13698.0,0.0
Florida Memorial University,Miami Gardens,14,8,0.0,16861.0,0.0,0.0,0.0,18768.0,0.0,18492.0,0.0,18329.0,0.0,0,0.0,16017.0,0.0,15148.0
Florida Career College-Miami,Miami,4,2,0.0,34392.0,0.0,0.0,0.0,36304.0,0.0,34668.0,0.0,34055.0,0.0,0,0.0,34319.0,0.0,34349.0
Florida School of Massage,Gainesville,-2,-2,0.0,19765.0,0.0,0.0,0.0,0.0,0.0,22710.0,0.0,22710.0,0.0,0,0.0,19765.0,0.0,19497.0
Florida Southern College,Lakeland,12,14,0.0,25434.0,0.0,0.0,0.0,23062.0,0.0,21517.0,0.0,19559.0,0.0,0,0.0,20224.0,0.0,20795.0
Florida State University,Tallahassee,15,15,9561.0,0.0,14901.0,16006.0,10733.0,0.0,8606.0,0.0,6953.0,0.0,16511.0,0,6049.0,0.0,5438.0,0.0
University of Florida,Gainesville,15,16,3679.0,0.0,11831.0,13057.0,5590.0,0.0,3069.0,0.0,1385.0,0.0,13836.0,0,397.0,0.0,-208.0,0.0
Fort Pierce Beauty Academy,Fort Pierce,-2,-2,0.0,18634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18634.0,0.0,18634.0
