School Name,SAT Average Overall,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
Truman State University,1278.0,Kirksville,14,14,11216.0,0.0,12530.0,13676.0,10901.0,0.0,9810.0,0.0,8271.0,0.0,14448.0,0,7330.0,0.0,6650.0,0.0
Northwest Missouri State University,1104.0,Maryville,10,14,13398.0,0.0,16629.0,16972.0,12300.0,0.0,11574.0,0.0,10413.0,0.0,17336.0,0,10368.0,0.0,10338.0,0.0
College of the Ozarks,1133.0,Point Lookout,12,11,0.0,7202.0,0.0,0.0,0.0,7156.0,0.0,6964.0,0.0,6694.0,0.0,0,0.0,7322.0,0.0,7937.0
Rockhurst University,1139.0,Kansas City,13,10,0.0,20942.0,0.0,0.0,0.0,20566.0,0.0,19641.0,0.0,18501.0,0.0,0,0.0,16119.0,0.0,14354.0
Saint Louis University,1355.0,Saint Louis,14,17,0.0,27544.0,0.0,0.0,0.0,24051.0,0.0,23359.0,0.0,22367.0,0.0,0,0.0,22131.0,0.0,21954.0
University of Health Sciences and Pharmacy in St. Louis,1185.0,Saint Louis,14,8,0.0,34371.0,0.0,0.0,0.0,39377.0,0.0,38014.0,0.0,37175.0,0.0,0,0.0,33255.0,0.0,32482.0
Southwest Baptist University,1101.0,Bolivar,11,11,0.0,17369.0,0.0,0.0,0.0,16988.0,0.0,15909.0,0.0,14809.0,0.0,0,0.0,15749.0,0.0,16465.0
Stephens College,1086.0,Columbia,13,8,0.0,23026.0,0.0,0.0,0.0,22952.0,0.0,23266.0,0.0,26721.0,0.0,0,0.0,22261.0,0.0,21982.0
Missouri State University-Springfield,1146.0,Springfield,13,15,16625.0,0.0,17749.0,18687.0,15281.0,0.0,14204.0,0.0,12746.0,0.0,19112.0,0,12579.0,0.0,12473.0,0.0
Washington University in St Louis,1524.0,Saint Louis,14,17,0.0,27595.0,0.0,0.0,0.0,9248.0,0.0,7287.0,0.0,4928.0,0.0,0,0.0,4015.0,0.0,3263.0
Webster University,1166.0,Saint Louis,9,13,0.0,23953.0,0.0,0.0,0.0,22643.0,0.0,21522.0,0.0,19512.0,0.0,0,0.0,19892.0,0.0,20111.0
Westminster College,1079.0,Fulton,12,8,0.0,23625.0,0.0,0.0,0.0,21190.0,0.0,20987.0,0.0,20728.0,0.0,0,0.0,20642.0,0.0,20589.0
William Jewell College,1189.0,Liberty,13,8,0.0,20289.0,0.0,0.0,0.0,15078.0,0.0,14395.0,0.0,13939.0,0.0,0,0.0,14607.0,0.0,15074.0
Carroll College,1200.0,Helena,12,11,0.0,23992.0,0.0,0.0,0.0,20334.0,0.0,19190.0,0.0,16991.0,0.0,0,0.0,17068.0,0.0,17135.0
University of Providence,1070.0,Great Falls,7,7,0.0,23473.0,0.0,0.0,0.0,22530.0,0.0,22931.0,0.0,23398.0,0.0,0,0.0,21644.0,0.0,21090.0
Montana Technological University,1172.0,Butte,12,10,15789.0,0.0,18249.0,18317.0,15045.0,0.0,14786.0,0.0,14290.0,0.0,18368.0,0,11566.0,0.0,10533.0,0.0
Montana State University,1176.0,Bozeman,12,16,19413.0,0.0,21963.0,22159.0,19466.0,0.0,18167.0,0.0,16729.0,0.0,22308.0,0,16325.0,0.0,16012.0,0.0
The University of Montana,1126.0,Missoula,13,13,13799.0,0.0,16051.0,17187.0,14652.0,0.0,13328.0,0.0,12069.0,0.0,18360.0,0,11789.0,0.0,11651.0,0.0
Rocky Mountain College,1097.0,Billings,10,8,0.0,19930.0,0.0,0.0,0.0,18482.0,0.0,17627.0,0.0,16244.0,0.0,0,0.0,15528.0,0.0,15151.0
Yellowstone Christian College,980.0,Billings,11,8,0.0,11675.0,0.0,0.0,0.0,0.0,0.0,13137.0,0.0,13137.0,0.0,0,0.0,11219.0,0.0,10260.0
Concordia University-Nebraska,1151.0,Seward,12,11,0.0,22029.0,0.0,0.0,0.0,20322.0,0.0,19345.0,0.0,18194.0,0.0,0,0.0,17958.0,0.0,17513.0
Creighton University,1300.0,Omaha,12,14,0.0,30807.0,0.0,0.0,0.0,27241.0,0.0,25738.0,0.0,23129.0,0.0,0,0.0,23981.0,0.0,24639.0
University of Nebraska at Kearney,1097.0,Kearney,11,14,16611.0,0.0,18174.0,19336.0,15894.0,0.0,15053.0,0.0,14058.0,0.0,20759.0,0,14046.0,0.0,14039.0,0.0
Midland University,1076.0,Fremont,10,11,0.0,21756.0,0.0,0.0,0.0,21036.0,0.0,19528.0,0.0,17179.0,0.0,0,0.0,17216.0,0.0,17246.0
University of Nebraska at Omaha,1100.0,Omaha,11,15,13452.0,0.0,17036.0,17757.0,13312.0,0.0,12359.0,0.0,11498.0,0.0,18208.0,0,11225.0,0.0,11037.0,0.0
Nebraska Wesleyan University,1246.0,Lincoln,12,11,0.0,24817.0,0.0,0.0,0.0,25358.0,0.0,22489.0,0.0,19243.0,0.0,0,0.0,19347.0,0.0,19441.0
University of Nebraska-Lincoln,1219.0,Lincoln,12,16,16764.0,0.0,19044.0,20636.0,15526.0,0.0,14677.0,0.0,13585.0,0.0,21706.0,0,12823.0,0.0,12172.0,0.0
Summit Christian College,1030.0,Gering,7,7,0.0,9750.0,0.0,0.0,0.0,9935.0,0.0,9935.0,0.0,0.0,0.0,0,0.0,9657.0,0.0,9657.0
York University,995.0,York,11,8,0.0,17870.0,0.0,0.0,0.0,19125.0,0.0,17400.0,0.0,16296.0,0.0,0,0.0,16035.0,0.0,15831.0
University of Nevada-Reno,1153.0,Reno,12,15,14953.0,0.0,18703.0,19435.0,15105.0,0.0,13731.0,0.0,12553.0,0.0,19914.0,0,12164.0,0.0,11887.0,0.0
Sierra Nevada University,1050.0,Incline Village,11,8,0.0,30173.0,0.0,0.0,0.0,0.0,0.0,45840.0,0.0,45840.0,0.0,0,0.0,30173.0,0.0,26816.0
Dartmouth College,1508.0,Hanover,14,14,0.0,33023.0,0.0,0.0,0.0,12297.0,0.0,9794.0,0.0,7099.0,0.0,0,0.0,6794.0,0.0,6376.0
University of New Hampshire-Main Campus,1215.0,Durham,12,17,21699.0,0.0,21824.0,26400.0,17158.0,0.0,16169.0,0.0,14441.0,0.0,28478.0,0,13977.0,0.0,13613.0,0.0
Keene State College,1079.0,Keene,10,14,19627.0,0.0,19809.0,22363.0,16780.0,0.0,16031.0,0.0,14421.0,0.0,23671.0,0,14764.0,0.0,14984.0,0.0
University of New Hampshire at Manchester,1190.0,Manchester,11,6,16665.0,0.0,22623.0,22937.0,12650.0,0.0,12020.0,0.0,11459.0,0.0,23102.0,0,11986.0,0.0,12191.0,0.0
Saint Anselm College,1234.0,Manchester,14,11,0.0,33898.0,0.0,0.0,0.0,28556.0,0.0,27894.0,0.0,27013.0,0.0,0,0.0,24786.0,0.0,22189.0
Bloomfield College,941.0,Bloomfield,11,10,0.0,21704.0,0.0,0.0,0.0,21055.0,0.0,21347.0,0.0,21513.0,0.0,0,0.0,20964.0,0.0,20681.0
Caldwell University,1155.0,Caldwell,10,10,0.0,15142.0,0.0,0.0,0.0,20818.0,0.0,15829.0,0.0,9575.0,0.0,0,0.0,9045.0,0.0,8778.0
Centenary University,1066.0,Hackettstown,11,11,0.0,23763.0,0.0,0.0,0.0,21820.0,0.0,18994.0,0.0,15799.0,0.0,0,0.0,18830.0,0.0,20145.0
Felician University,1020.0,Lodi,11,10,0.0,17166.0,0.0,0.0,0.0,18670.0,0.0,16739.0,0.0,15194.0,0.0,0,0.0,14902.0,0.0,14768.0
Georgian Court University,1121.0,Lakewood,11,10,0.0,19753.0,0.0,0.0,0.0,19584.0,0.0,17246.0,0.0,14810.0,0.0,0,0.0,15351.0,0.0,15654.0
Rowan University,1181.0,Glassboro,13,16,22978.0,0.0,27341.0,27480.0,22676.0,0.0,19869.0,0.0,17092.0,0.0,27537.0,0,16581.0,0.0,16275.0,0.0
New Jersey City University,1015.0,Jersey City,11,12,13718.0,0.0,18483.0,18181.0,14780.0,0.0,13585.0,0.0,12878.0,0.0,17809.0,0,12780.0,0.0,12739.0,0.0
Kean University,1023.0,Union,11,15,17510.0,0.0,22884.0,23295.0,18859.0,0.0,16771.0,0.0,14955.0,0.0,23547.0,0,14288.0,0.0,13938.0,0.0
Monmouth University,1161.0,West Long Branch,12,13,0.0,25324.0,0.0,0.0,0.0,23227.0,0.0,20314.0,0.0,17862.0,0.0,0,0.0,16451.0,0.0,15419.0
Montclair State University,1110.0,Montclair,11,16,13705.0,0.0,19814.0,20904.0,15177.0,0.0,12589.0,0.0,10565.0,0.0,21571.0,0,9509.0,0.0,9028.0,0.0
New Jersey Institute of Technology,1314.0,Newark,15,12,17093.0,0.0,21498.0,23043.0,16820.0,0.0,14654.0,0.0,12508.0,0.0,23665.0,0,11267.0,0.0,10517.0,0.0
Princeton University,1517.0,Princeton,14,14,0.0,11080.0,0.0,0.0,0.0,6975.0,0.0,6214.0,0.0,5544.0,0.0,0,0.0,5655.0,0.0,5761.0
Ramapo College of New Jersey,1197.0,Mahwah,13,14,15232.0,0.0,20795.0,21941.0,14464.0,0.0,12364.0,0.0,9555.0,0.0,22372.0,0,7533.0,0.0,6453.0,0.0
Rider University,1194.0,Lawrenceville,12,14,0.0,22316.0,0.0,0.0,0.0,20910.0,0.0,19132.0,0.0,17115.0,0.0,0,0.0,16452.0,0.0,16071.0
Rutgers University-Camden,1131.0,Camden,11,12,12755.0,0.0,15890.0,20077.0,11013.0,0.0,9623.0,0.0,8527.0,0.0,22630.0,0,8709.0,0.0,8832.0,0.0
Rutgers University-New Brunswick,1359.0,New Brunswick,15,16,15365.0,0.0,21013.0,22721.0,15079.0,0.0,11713.0,0.0,8637.0,0.0,23387.0,0,7691.0,0.0,7114.0,0.0
Rutgers University-Newark,1154.0,Newark,11,16,12807.0,0.0,21786.0,23239.0,14504.0,0.0,11730.0,0.0,9712.0,0.0,24347.0,0,9332.0,0.0,9151.0,0.0
Saint Peter's University,1070.0,Jersey City,10,10,0.0,11397.0,0.0,0.0,0.0,15088.0,0.0,11900.0,0.0,8974.0,0.0,0,0.0,8733.0,0.0,8629.0
Seton Hall University,1298.0,South Orange,14,13,0.0,32484.0,0.0,0.0,0.0,30391.0,0.0,27273.0,0.0,23650.0,0.0,0,0.0,21606.0,0.0,20352.0
Stevens Institute of Technology,1446.0,Hoboken,14,13,0.0,36674.0,0.0,0.0,0.0,32444.0,0.0,28514.0,0.0,24774.0,0.0,0,0.0,24575.0,0.0,24418.0
Stockton University,1154.0,Galloway,13,13,18724.0,0.0,23773.0,24744.0,19236.0,0.0,16345.0,0.0,13547.0,0.0,25192.0,0,12894.0,0.0,12550.0,0.0
The College of New Jersey,1270.0,Ewing,14,14,17138.0,0.0,21456.0,22652.0,13221.0,0.0,9503.0,0.0,5972.0,0.0,22967.0,0,5360.0,0.0,4889.0,0.0
Eastern New Mexico University-Main Campus,1002.0,Portales,7,13,4994.0,0.0,7979.0,8753.0,5418.0,0.0,4549.0,0.0,3732.0,0.0,10217.0,0,4005.0,0.0,4118.0,0.0
New Mexico Institute of Mining and Technology,1233.0,Socorro,12,11,11364.0,0.0,15085.0,15701.0,11039.0,0.0,9329.0,0.0,7566.0,0.0,16229.0,0,7434.0,0.0,7320.0,0.0
University of New Mexico-Main Campus,1135.0,Albuquerque,7,15,15070.0,0.0,19060.0,19228.0,17292.0,0.0,15933.0,0.0,15144.0,0.0,19476.0,0,14302.0,0.0,13742.0,0.0
New Mexico State University-Main Campus,1040.0,Las Cruces,10,16,9979.0,0.0,14032.0,14252.0,11874.0,0.0,10441.0,0.0,9280.0,0.0,14417.0,0,8342.0,0.0,7883.0,0.0
Adelphi University,1200.0,Garden City,13,12,0.0,28993.0,0.0,0.0,0.0,30121.0,0.0,28821.0,0.0,27088.0,0.0,0,0.0,25725.0,0.0,24830.0
Albany College of Pharmacy and Health Sciences,1295.0,Albany,15,11,0.0,26073.0,0.0,0.0,0.0,23390.0,0.0,23669.0,0.0,24191.0,0.0,0,0.0,22102.0,0.0,21057.0
Alfred University,1188.0,Alfred,10,11,0.0,24627.0,0.0,0.0,0.0,24135.0,0.0,23125.0,0.0,22095.0,0.0,0,0.0,21499.0,0.0,21186.0
Barnard College,1484.0,New York,14,11,0.0,32514.0,0.0,0.0,0.0,20962.0,0.0,17594.0,0.0,14441.0,0.0,0,0.0,15480.0,0.0,17166.0
Canisius College,1174.0,Buffalo,12,10,0.0,17907.0,0.0,0.0,0.0,15977.0,0.0,15582.0,0.0,15177.0,0.0,0,0.0,13806.0,0.0,13130.0
Cazenovia College,1067.0,Cazenovia,10,8,0.0,17405.0,0.0,0.0,0.0,15412.0,0.0,14849.0,0.0,14436.0,0.0,0,0.0,13997.0,0.0,13722.0
Clarkson University,1289.0,Potsdam,14,14,0.0,31339.0,0.0,0.0,0.0,28911.0,0.0,27757.0,0.0,26066.0,0.0,0,0.0,22559.0,0.0,19602.0
Colgate University,1448.0,Hamilton,14,14,0.0,24489.0,0.0,0.0,0.0,15344.0,0.0,14706.0,0.0,14024.0,0.0,0,0.0,12189.0,0.0,10923.0
Columbia University in the City of New York,1528.0,New York,15,17,0.0,12836.0,0.0,0.0,0.0,-4069.0,0.0,-4698.0,0.0,-5227.0,0.0,0,0.0,-4550.0,0.0,-3429.0
Cornell University,1510.0,Ithaca,14,16,0.0,29011.0,0.0,0.0,0.0,4035.0,0.0,3024.0,0.0,1953.0,0.0,0,0.0,1917.0,0.0,1862.0
D'Youville  University,1135.0,Buffalo,7,10,0.0,19145.0,0.0,0.0,0.0,16581.0,0.0,15708.0,0.0,13493.0,0.0,0,0.0,14144.0,0.0,14708.0
Dominican University New York,1058.0,Orangeburg,13,10,0.0,21627.0,0.0,0.0,0.0,21050.0,0.0,20006.0,0.0,18889.0,0.0,0,0.0,18496.0,0.0,18336.0
Fordham University,1402.0,Bronx,14,17,0.0,35320.0,0.0,0.0,0.0,31279.0,0.0,27020.0,0.0,23301.0,0.0,0,0.0,22724.0,0.0,22402.0
Hamilton College,1492.0,Clinton,14,11,0.0,26296.0,0.0,0.0,0.0,14779.0,0.0,11867.0,0.0,8702.0,0.0,0,0.0,7981.0,0.0,7555.0
Hartwick College,1147.0,Oneonta,12,11,0.0,22803.0,0.0,0.0,0.0,23699.0,0.0,22150.0,0.0,20562.0,0.0,0,0.0,20743.0,0.0,20829.0
Hilbert College,1006.0,Hamburg,11,7,0.0,17195.0,0.0,0.0,0.0,18240.0,0.0,16870.0,0.0,14877.0,0.0,0,0.0,12000.0,0.0,10869.0
Hobart William Smith Colleges,1285.0,Geneva,14,11,0.0,30476.0,0.0,0.0,0.0,19441.0,0.0,19673.0,0.0,20110.0,0.0,0,0.0,16628.0,0.0,14335.0
Hofstra University,1288.0,Hempstead,12,14,0.0,32511.0,0.0,0.0,0.0,33426.0,0.0,31485.0,0.0,29445.0,0.0,0,0.0,27258.0,0.0,25892.0
Houghton University,1193.0,Houghton,12,8,0.0,23290.0,0.0,0.0,0.0,18111.0,0.0,19082.0,0.0,20223.0,0.0,0,0.0,25431.0,0.0,27314.0
Iona University,1176.0,New Rochelle,12,13,0.0,29068.0,0.0,0.0,0.0,29492.0,0.0,28228.0,0.0,26778.0,0.0,0,0.0,26853.0,0.0,26897.0
Jewish Theological Seminary of America,1449.0,New York,14,8,0.0,34849.0,0.0,0.0,0.0,13909.0,0.0,13909.0,0.0,0.0,0.0,0,0.0,40434.0,0.0,40434.0
Keuka College,1144.0,Keuka Park,10,11,0.0,27314.0,0.0,0.0,0.0,27607.0,0.0,26254.0,0.0,24573.0,0.0,0,0.0,24410.0,0.0,24328.0
Le Moyne College,1224.0,Syracuse,12,11,0.0,23974.0,0.0,0.0,0.0,25006.0,0.0,22513.0,0.0,20400.0,0.0,0,0.0,19477.0,0.0,18838.0
Long Island University,1219.0,Brookville,13,13,0.0,23460.0,0.0,0.0,0.0,20983.0,0.0,24689.0,0.0,27059.0,0.0,0,0.0,23585.0,0.0,20832.0
Manhattanville College,1161.0,Purchase,11,11,0.0,20200.0,0.0,0.0,0.0,17864.0,0.0,16588.0,0.0,14936.0,0.0,0,0.0,14658.0,0.0,14540.0
Marist College,1282.0,Poughkeepsie,12,14,0.0,36099.0,0.0,0.0,0.0,30988.0,0.0,29386.0,0.0,27189.0,0.0,0,0.0,25061.0,0.0,23489.0
Marymount Manhattan College,1168.0,New York,10,10,0.0,30721.0,0.0,0.0,0.0,28165.0,0.0,27052.0,0.0,25042.0,0.0,0,0.0,25480.0,0.0,25626.0
Mercy College,1061.0,Dobbs Ferry,11,12,0.0,14211.0,0.0,0.0,0.0,17380.0,0.0,14977.0,0.0,13543.0,0.0,0,0.0,12087.0,0.0,11387.0
Molloy College,1235.0,Rockville Centre,13,12,0.0,25978.0,0.0,0.0,0.0,23850.0,0.0,23253.0,0.0,22575.0,0.0,0,0.0,22676.0,0.0,22743.0
Mount Saint Mary College,1087.0,Newburgh,13,10,0.0,21927.0,0.0,0.0,0.0,22849.0,0.0,19676.0,0.0,15741.0,0.0,0,0.0,14529.0,0.0,13789.0
College of Mount Saint Vincent,1102.0,Bronx,11,10,0.0,21066.0,0.0,0.0,0.0,20451.0,0.0,19078.0,0.0,18042.0,0.0,0,0.0,20279.0,0.0,21282.0
New York University,1507.0,New York,14,16,0.0,39565.0,0.0,0.0,0.0,30866.0,0.0,27893.0,0.0,24529.0,0.0,0,0.0,23852.0,0.0,23476.0
Niagara University,1160.0,Niagara University,12,14,0.0,18902.0,0.0,0.0,0.0,16998.0,0.0,15699.0,0.0,13816.0,0.0,0,0.0,13546.0,0.0,13394.0
New York Institute of Technology,1218.0,Old Westbury,12,12,0.0,21861.0,0.0,0.0,0.0,21540.0,0.0,20027.0,0.0,18682.0,0.0,0,0.0,18973.0,0.0,19175.0
Alliance University,989.0,New York,11,10,0.0,22414.0,0.0,0.0,0.0,19216.0,0.0,21540.0,0.0,23230.0,0.0,0,0.0,20972.0,0.0,20144.0
Pace University,1219.0,New York,12,16,0.0,27937.0,0.0,0.0,0.0,26874.0,0.0,25606.0,0.0,24289.0,0.0,0,0.0,24407.0,0.0,24483.0
Pratt Institute-Main,1315.0,Brooklyn,12,14,0.0,45816.0,0.0,0.0,0.0,44154.0,0.0,42500.0,0.0,40771.0,0.0,0,0.0,38979.0,0.0,37613.0
Rensselaer Polytechnic Institute,1450.0,Troy,14,14,0.0,31456.0,0.0,0.0,0.0,24779.0,0.0,22157.0,0.0,19136.0,0.0,0,0.0,18465.0,0.0,18024.0
Roberts Wesleyan University,1154.0,Rochester,13,11,0.0,25860.0,0.0,0.0,0.0,24075.0,0.0,22230.0,0.0,17986.0,0.0,0,0.0,18035.0,0.0,18064.0
Rochester Institute of Technology,1369.0,Rochester,14,17,0.0,30765.0,0.0,0.0,0.0,25850.0,0.0,24709.0,0.0,23405.0,0.0,0,0.0,22987.0,0.0,22694.0
University of Rochester,1455.0,Rochester,14,15,0.0,31171.0,0.0,0.0,0.0,24062.0,0.0,22249.0,0.0,19108.0,0.0,0,0.0,16961.0,0.0,16050.0
St Bonaventure University,1174.0,Saint Bonaventure,12,11,0.0,25187.0,0.0,0.0,0.0,18323.0,0.0,17472.0,0.0,16523.0,0.0,0,0.0,15886.0,0.0,15429.0
St. Francis College,1121.0,Brooklyn,10,9,0.0,15171.0,0.0,0.0,0.0,16926.0,0.0,14906.0,0.0,12988.0,0.0,0,0.0,12817.0,0.0,12759.0
St Lawrence University,1326.0,Canton,14,11,0.0,28020.0,0.0,0.0,0.0,21150.0,0.0,18523.0,0.0,13358.0,0.0,0,0.0,13196.0,0.0,13108.0
St. Thomas Aquinas College,1159.0,Sparkill,11,11,0.0,17105.0,0.0,0.0,0.0,18158.0,0.0,16001.0,0.0,13971.0,0.0,0,0.0,11343.0,0.0,10351.0
Sarah Lawrence College,1376.0,Bronxville,14,11,0.0,20104.0,0.0,0.0,0.0,21760.0,0.0,20953.0,0.0,20076.0,0.0,0,0.0,19080.0,0.0,18317.0
Skidmore College,1373.0,Saratoga Springs,14,11,0.0,31730.0,0.0,0.0,0.0,17195.0,0.0,15006.0,0.0,13382.0,0.0,0,0.0,12490.0,0.0,11889.0
St. Joseph's University-New York,1165.0,Brooklyn,13,12,0.0,15992.0,0.0,0.0,0.0,15828.0,0.0,14995.0,0.0,14123.0,0.0,0,0.0,12917.0,0.0,12234.0
St. John Fisher University,1196.0,Rochester,12,14,0.0,26720.0,0.0,0.0,0.0,25098.0,0.0,23811.0,0.0,22087.0,0.0,0,0.0,18657.0,0.0,15558.0
St. John's University-New York,1210.0,Queens,12,16,0.0,23286.0,0.0,0.0,0.0,24681.0,0.0,24056.0,0.0,23664.0,0.0,0,0.0,22830.0,0.0,22313.0
SUNY College of Technology at Canton,1078.0,Canton,11,10,11998.0,0.0,15101.0,16840.0,14363.0,0.0,12311.0,0.0,9973.0,0.0,18498.0,0,8613.0,0.0,8027.0,0.0
SUNY College of Agriculture and Technology at Cobleskill,1064.0,Cobleskill,11,11,16366.0,0.0,19602.0,21244.0,18058.0,0.0,16524.0,0.0,15187.0,0.0,22745.0,0,13143.0,0.0,12043.0,0.0
Farmingdale State College,1106.0,Farmingdale,11,12,6934.0,0.0,11927.0,13692.0,8564.0,0.0,5773.0,0.0,3527.0,0.0,14678.0,0,1976.0,0.0,953.0,0.0
SUNY at Albany,1190.0,Albany,13,17,17568.0,0.0,20767.0,22702.0,19240.0,0.0,17138.0,0.0,15398.0,0.0,23694.0,0,13418.0,0.0,12247.0,0.0
Binghamton University,1398.0,Vestal,15,16,19307.0,0.0,21763.0,24306.0,20354.0,0.0,17893.0,0.0,15469.0,0.0,25327.0,0,12347.0,0.0,10766.0,0.0
University at Buffalo,1276.0,Buffalo,13,16,19344.0,0.0,20515.0,22527.0,20447.0,0.0,19384.0,0.0,18436.0,0.0,23632.0,0,16195.0,0.0,15006.0,0.0
Stony Brook University,1393.0,Stony Brook,15,17,16357.0,0.0,21357.0,23049.0,19219.0,0.0,15720.0,0.0,13461.0,0.0,23904.0,0,12193.0,0.0,11463.0,0.0
SUNY Polytechnic Institute,1229.0,Utica,13,11,10309.0,0.0,12894.0,14279.0,11451.0,0.0,9272.0,0.0,7547.0,0.0,15064.0,0,5752.0,0.0,4127.0,0.0
SUNY Brockport,1147.0,Brockport,13,13,16720.0,0.0,18882.0,20027.0,17562.0,0.0,15611.0,0.0,13325.0,0.0,21067.0,0,11890.0,0.0,10810.0,0.0
SUNY Buffalo State University,1045.0,Buffalo,11,13,9945.0,0.0,14979.0,15897.0,13682.0,0.0,11132.0,0.0,9318.0,0.0,17118.0,0,7669.0,0.0,6899.0,0.0
SUNY Cortland,1169.0,Cortland,13,14,19273.0,0.0,19794.0,22238.0,19240.0,0.0,17176.0,0.0,14596.0,0.0,23277.0,0,12704.0,0.0,11507.0,0.0
SUNY at Fredonia,1197.0,Fredonia,13,14,15792.0,0.0,17622.0,19160.0,17231.0,0.0,14991.0,0.0,12874.0,0.0,20243.0,0,11625.0,0.0,10857.0,0.0
SUNY College at Geneseo,1250.0,Geneseo,14,14,19345.0,0.0,18720.0,22682.0,18373.0,0.0,16826.0,0.0,14859.0,0.0,24458.0,0,12954.0,0.0,11884.0,0.0
State University of New York at New Paltz,1243.0,New Paltz,13,13,16664.0,0.0,20584.0,22905.0,18584.0,0.0,15965.0,0.0,14236.0,0.0,24137.0,0,11755.0,0.0,10562.0,0.0
State University of New York at Oswego,1182.0,Oswego,13,14,14582.0,0.0,17452.0,19696.0,16446.0,0.0,14024.0,0.0,11684.0,0.0,21259.0,0,9788.0,0.0,8660.0,0.0
SUNY at Purchase College,1242.0,Purchase,13,14,19559.0,0.0,23602.0,25150.0,21855.0,0.0,19512.0,0.0,17735.0,0.0,25890.0,0,15570.0,0.0,14327.0,0.0
SUNY College at Old Westbury,1165.0,Old Westbury,11,12,6352.0,0.0,11990.0,13126.0,9473.0,0.0,6939.0,0.0,5302.0,0.0,14498.0,0,4000.0,0.0,3243.0,0.0
SUNY College at Plattsburgh,1154.0,Plattsburgh,11,13,16227.0,0.0,18601.0,20874.0,17365.0,0.0,14809.0,0.0,12792.0,0.0,22152.0,0,11119.0,0.0,10054.0,0.0
SUNY Maritime College,1201.0,Throggs Neck,13,11,21828.0,0.0,22976.0,25423.0,17267.0,0.0,16318.0,0.0,15549.0,0.0,25970.0,0,14774.0,0.0,13999.0,0.0
Syracuse University,1328.0,Syracuse,12,17,0.0,32516.0,0.0,0.0,0.0,21415.0,0.0,19993.0,0.0,18339.0,0.0,0,0.0,17473.0,0.0,17000.0
United States Merchant Marine Academy,1252.0,Kings Point,14,11,6627.0,0.0,9715.0,9715.0,5681.0,0.0,5553.0,0.0,5170.0,0.0,9715.0,0,3919.0,0.0,3726.0,0.0
United States Military Academy,1355.0,West  Point,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Vassar College,1480.0,Poughkeepsie,14,11,0.0,35236.0,0.0,0.0,0.0,23695.0,0.0,19462.0,0.0,14383.0,0.0,0,0.0,11873.0,0.0,10697.0
Villa Maria College,955.0,Buffalo,13,6,0.0,13704.0,0.0,0.0,0.0,12752.0,0.0,11627.0,0.0,10568.0,0.0,0,0.0,12896.0,0.0,13515.0
School of Visual Arts,1251.0,New York,13,13,0.0,50183.0,0.0,0.0,0.0,51026.0,0.0,47700.0,0.0,43971.0,0.0,0,0.0,44771.0,0.0,45385.0
Webb Institute,1463.0,Glen Cove,14,8,0.0,16435.0,0.0,0.0,0.0,10897.0,0.0,10897.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Appalachian State University,1255.0,Boone,13,16,13897.0,0.0,18781.0,19187.0,14087.0,0.0,11959.0,0.0,9620.0,0.0,19448.0,0,8116.0,0.0,7194.0,0.0
Barton College,1054.0,Wilson,10,11,0.0,22733.0,0.0,0.0,0.0,20770.0,0.0,19492.0,0.0,18312.0,0.0,0,0.0,18741.0,0.0,19035.0
Belmont Abbey College,1107.0,Belmont,10,11,0.0,21238.0,0.0,0.0,0.0,20487.0,0.0,18492.0,0.0,16767.0,0.0,0,0.0,16763.0,0.0,16760.0
Cabarrus College of Health Sciences,1088.0,Concord,5,6,0.0,20401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14168.0,0.0,14168.0
Campbell University,1124.0,Buies Creek,11,13,0.0,22690.0,0.0,0.0,0.0,19178.0,0.0,18856.0,0.0,18518.0,0.0,0,0.0,17960.0,0.0,17652.0
Catawba College,1097.0,Salisbury,10,11,0.0,18861.0,0.0,0.0,0.0,18576.0,0.0,17791.0,0.0,16614.0,0.0,0,0.0,16964.0,0.0,17186.0
Chowan University,971.0,Murfreesboro,11,11,0.0,16942.0,0.0,0.0,0.0,16231.0,0.0,16720.0,0.0,17087.0,0.0,0,0.0,15444.0,0.0,14780.0
Duke University,1516.0,Durham,14,17,0.0,31416.0,0.0,0.0,0.0,10304.0,0.0,7690.0,0.0,4301.0,0.0,0,0.0,3732.0,0.0,2945.0
Elizabeth City State University,951.0,Elizabeth City,11,11,4060.0,0.0,9672.0,10813.0,6044.0,0.0,3237.0,0.0,2213.0,0.0,12183.0,0,2508.0,0.0,2676.0,0.0
